employee_id,employee_name,gender,age,DOB,marital_status,department,job_role,education_level,education_field,hire_date,years_at_company,monthly_salary,hourly_rate,overtime,performance_rating,job_satisfaction,environment_satisfaction,work_life_balance,training_times_last_year,num_companies_worked,promotion_last_years,distance_from_home,business_travel,city,manager_name,attrition,reason_for_leaving,exit_date,missing_survey_data,duplicate_emp_id,age_group,tenure_group
EMP2137,Jessica Conley,Male,35.0,,Divorced,Finance,Accountant,5,Technical Degree,,8,45700.0,44.05,No,3.0,,4.0,2.0,2.0,3.0,2,,Non-Travel,South Laura,Christopher Sims,No,,,True,False,26-35,6+yr
EMP1814,Elizabeth Gregory,Male,40.0,,Divorced,Research & Development,Data Analyst,1,Technical Degree,2022-01-14,2,76400.0,36.43,Yes,3.0,1.0,3.0,2.0,5.0,1.0,1,39.2,Non-Travel,Richardsville,Aaron Huang,No,,,False,False,36-45,1-3yr
EMP1619,Erica Fields,Female,46.0,,Single,IT,System Admin,1,Business,,9,78100.0,30.97,Yes,4.0,1.0,2.0,2.0,3.0,3.0,1,11.4,Travel_Rarely,Parrishbury,Oscar Rollins,No,,,False,False,46-65,6+yr
EMP1466,Debbie Wilson,Female,54.0,,Single,Research & Development,Data Analyst,5,Medical,2015-10-30,9,76400.0,67.12,No,4.0,2.0,1.0,3.0,3.0,4.0,0,,Travel_Frequently,North Eric,Angela Torres,Yes,Higher Salary,,False,False,46-65,6+yr
EMP1411,Yolanda Kemp,Male,53.0,,Single,Research & Development,Research Scientist,1,Marketing,,5,68900.0,51.64,Yes,3.0,2.0,1.0,4.0,4.0,1.0,2,12.1,Travel_Frequently,Lake Jeremyborough,Jack Benjamin,No,,,False,False,46-65,3-6yr
EMP1944,Mr. Adam Sanchez,Female,36.0,,Married,Research & Development,Data Analyst,5,Medical,,4,94200.0,38.67,Yes,3.0,3.0,,,1.0,4.0,0,21.8,Non-Travel,Hillburgh,Haley Miller,No,,,True,False,36-45,3-6yr
EMP1985,Dennis Page,Male,24.0,,Married,Human Resources,Recruiter,3,Life Sciences,,2,101300.0,46.04,No,4.0,3.0,3.0,,2.0,2.0,0,4.5,Travel_Frequently,Sarahtown,Ashley Simpson,No,,,True,False,18-25,1-3yr
EMP2458,Jamie Butler,Male,27.0,2003-01-10,Single,IT,System Admin,4,Marketing,,1,70500.0,48.22,No,4.0,2.0,1.0,,3.0,2.0,0,2.9,Non-Travel,Lake Luis,Terry Jensen,No,,,True,False,26-35,<1yr
EMP2365,Tracy Conrad,Female,55.0,,Single,Marketing,Content Strategist,1,Medical,,1,119800.0,81.82,No,2.0,4.0,1.0,2.0,2.0,2.0,2,21.5,Non-Travel,North Daniel,Jessica Huff,Yes,,2024-07-12,False,False,46-65,<1yr
EMP1039,Jonathan Smith,Female,53.0,,Single,Sales,Sales Representative,5,Business,,9,37900.0,53.8,Yes,2.0,3.0,1.0,,5.0,3.0,0,,Non-Travel,Willisfurt,Eric Hall,No,,,True,False,46-65,6+yr
EMP1679,Eric Willis,Female,30.0,1990-07-08,Married,IT,System Admin,2,Marketing,2015-03-27,9,85800.0,90.81,No,2.0,4.0,1.0,4.0,2.0,3.0,1,36.3,Travel_Frequently,Matthewmouth,Edward Gray,No,,,False,False,26-35,6+yr
EMP1080,Marc Miller,Female,23.0,,Single,IT,System Admin,2,Marketing,,5,115600.0,88.96,No,1.0,4.0,3.0,3.0,2.0,3.0,3,23.9,Travel_Rarely,Brownville,Mary Moore,No,,,False,False,18-25,3-6yr
EMP2361,Christopher Edwards,Male,49.0,,Married,Research & Development,Lab Technician,3,Human Resources,,3,117600.0,80.15,No,2.0,1.0,1.0,3.0,2.0,0.0,2,,Travel_Frequently,Robinsonberg,Andrea Deleon,No,,,False,False,46-65,1-3yr
EMP1687,William Morris,Not Disclosed,46.0,,Married,Human Resources,HR Executive,5,Marketing,,2,117500.0,97.25,No,3.0,,,,2.0,6.0,0,3.7,Travel_Rarely,South Amber,Edwin Walker,No,,,True,False,46-65,1-3yr
EMP1492,Megan Turner,Female,29.0,,Single,IT,Software Engineer,2,Marketing,,9,98400.0,92.23,Yes,3.0,2.0,3.0,1.0,5.0,2.0,2,31.5,Non-Travel,South Carrie,Kristen Smith,No,,,False,False,26-35,6+yr
EMP1825,Molly Banks,Female,33.0,,Divorced,Human Resources,Recruiter,1,Human Resources,,9,31700.0,30.44,No,3.0,3.0,1.0,1.0,2.0,6.0,3,,Travel_Frequently,North Cindy,Cynthia Walters,No,,,False,False,26-35,6+yr
EMP1528,Krista Hess,Female,42.0,,Married,Research & Development,Data Analyst,5,Life Sciences,2019-11-09,5,47600.0,66.77,No,5.0,3.0,3.0,1.0,5.0,3.0,0,,Travel_Frequently,Michaelburgh,Michael Berry,No,,,False,False,36-45,3-6yr
EMP2429,Scott Duran,Male,32.0,,Single,Finance,Financial Analyst,1,Technical Degree,,6,70600.0,66.58,No,5.0,3.0,,4.0,1.0,4.0,2,5.0,Non-Travel,East Jodichester,Stephen Stewart,No,,,True,False,26-35,3-6yr
EMP1760,Noah Cordova,Male,31.0,,Not Disclosed,Marketing,Marketing Manager,1,Business,2021-03-13,3,61400.0,30.15,Yes,1.0,4.0,,2.0,1.0,2.0,1,33.0,Non-Travel,East Davidton,Monica Moore,No,,,True,False,26-35,1-3yr
EMP2076,Amy Garcia,Male,39.0,,Married,Research & Development,Data Analyst,4,Medical,,8,76800.0,51.0,Yes,5.0,4.0,4.0,2.0,2.0,1.0,3,,Non-Travel,Lesliemouth,Steven Fitzgerald,No,,,False,False,36-45,6+yr
EMP1927,Kenneth Wilson,Male,50.0,,Not Disclosed,Sales,Sales Representative,4,Life Sciences,,5,67300.0,94.81,No,3.0,,,1.0,3.0,3.0,2,9.3,Travel_Rarely,South Stefanieport,Joshua Baker,Yes,Higher Salary,2023-02-05,True,False,46-65,3-6yr
EMP1694,Michael Peterson,Female,32.0,,Single,Finance,Financial Analyst,2,Medical,,1,29200.0,79.32,Yes,4.0,1.0,3.0,4.0,1.0,0.0,2,,Non-Travel,Joshuahaven,Brett Roberts,No,,,False,False,26-35,<1yr
EMP1966,Kevin Rodriguez,Male,57.0,,Married,Finance,Financial Analyst,2,Business,,10,16700.0,71.78,Yes,3.0,3.0,,1.0,0.0,2.0,3,2.4,Non-Travel,South Angela,Dennis Davidson,Yes,Health Issues,2016-11-19,True,False,46-65,6+yr
EMP1421,Mark Griffin,Male,27.0,,Divorced,Sales,Sales Representative,2,Technical Degree,,4,118700.0,49.46,Yes,5.0,,3.0,1.0,2.0,1.0,0,,Non-Travel,New Kennethchester,Jeremiah Dudley,No,,,True,False,26-35,3-6yr
EMP1832,Colleen Johnson,Not Disclosed,45.0,,Single,Marketing,Marketing Executive,1,Human Resources,,8,75300.0,51.7,Yes,4.0,1.0,4.0,2.0,2.0,0.0,2,20.9,Travel_Rarely,Stanleymouth,Shannon Fischer,No,,,False,False,36-45,6+yr
EMP2294,Eric Hernandez,Not Disclosed,24.0,,Single,Marketing,Content Strategist,1,Marketing,,8,77800.0,61.48,Yes,5.0,1.0,3.0,3.0,3.0,4.0,2,11.9,Travel_Rarely,Brownstad,Christine Jones,No,,,False,False,18-25,6+yr
EMP2180,Daniel Ford,Male,33.0,,Married,IT,IT Support,1,Medical,2023-01-05,1,17500.0,61.44,No,3.0,,4.0,1.0,0.0,6.0,1,35.1,Non-Travel,Johnsonfurt,Beverly Evans,No,,,True,False,26-35,<1yr
EMP2393,Jessica Chandler,Male,48.0,,Single,Sales,Sales Manager,3,Human Resources,,3,24500.0,96.26,Yes,5.0,2.0,,1.0,5.0,3.0,1,31.7,Non-Travel,South Tiffanyshire,Adam Burnett,No,,,True,False,46-65,1-3yr
EMP2500,Courtney Frank,Male,24.0,2004-05-04,Single,Research & Development,Research Scientist,2,Medical,,7,72500.0,57.86,Yes,4.0,2.0,3.0,3.0,0.0,4.0,0,24.9,Travel_Rarely,New Shane,Bradley Mercer,No,,,False,False,18-25,6+yr
EMP1591,Grant Berry,Male,39.0,1978-08-11,Married,Marketing,Marketing Manager,3,Marketing,,6,47600.0,86.74,No,2.0,1.0,,1.0,0.0,2.0,2,7.5,Travel_Frequently,Lake Jennifer,Tony Lynn,No,,,True,False,36-45,3-6yr
EMP2310,Theresa Buckley,Female,41.0,,Divorced,Research & Development,Research Scientist,2,Technical Degree,,6,16700.0,84.61,No,4.0,4.0,4.0,3.0,1.0,2.0,1,,Travel_Frequently,Archermouth,George Torres,No,,,False,False,36-45,3-6yr
EMP1458,Matthew Henderson,Not Disclosed,58.0,,Married,Sales,Sales Manager,5,Human Resources,,5,74450.0,64.02,No,3.0,1.0,3.0,4.0,5.0,1.0,3,,Travel_Frequently,Sanchezberg,Jeffrey Huynh,No,,,False,False,46-65,3-6yr
EMP1767,Alexis Weber,Female,47.0,,Single,Finance,Finance Manager,5,Technical Degree,,9,99800.0,38.14,Yes,4.0,,2.0,,4.0,3.0,1,,Travel_Frequently,Sharpland,Jordan Pope,Yes,Career Change,,True,False,46-65,6+yr
EMP1112,Donna Christensen,Female,33.0,1967-10-12,Single,IT,IT Support,4,Medical,,6,22600.0,66.02,No,3.0,1.0,4.0,1.0,5.0,2.0,1,15.8,Travel_Frequently,South Heatherburgh,Tina Robertson,Yes,Career Change,2024-10-09,False,False,26-35,3-6yr
EMP1934,Pamela Hubbard,Female,43.0,,Married,IT,Software Engineer,4,Business,,8,71500.0,45.95,Yes,2.0,4.0,4.0,2.0,5.0,1.0,2,2.2,Travel_Rarely,Lake Waynetown,Lisa Williams,No,,,False,False,36-45,6+yr
EMP1980,Donald Montgomery,Male,24.0,1968-04-24,Divorced,IT,IT Support,3,Human Resources,,2,58100.0,81.61,Yes,3.0,3.0,4.0,1.0,3.0,3.0,3,37.8,Travel_Rarely,Ellishaven,Joseph Bailey,No,,,False,False,18-25,1-3yr
EMP1945,Patricia Graham,Not Disclosed,41.0,,Married,IT,IT Support,5,Life Sciences,,2,108100.0,51.97,No,3.0,4.0,4.0,3.0,3.0,4.0,0,,Non-Travel,Lindseyton,Taylor Armstrong,Yes,,,False,False,36-45,1-3yr
EMP2023,Richard Obrien,Male,31.0,,Married,Research & Development,Lab Technician,3,Marketing,,4,108800.0,30.16,Yes,3.0,3.0,2.0,2.0,3.0,2.0,0,5.0,Non-Travel,New Charlesmouth,Rebecca Eaton,No,,,False,False,26-35,3-6yr
EMP2032,Tyler Roy,Female,48.0,,Not Disclosed,Research & Development,Lab Technician,1,Technical Degree,,3,117800.0,92.89,Yes,2.0,4.0,,4.0,3.0,3.0,2,10.8,Non-Travel,Lake Brandon,Kimberly Ware,Yes,Better Opportunity,,True,False,46-65,1-3yr
EMP1455,Kevin Owen,Female,39.0,,Not Disclosed,Finance,Accountant,5,Human Resources,,5,16200.0,86.99,Yes,3.0,,,3.0,0.0,2.0,1,6.2,Travel_Frequently,New Tylermouth,Anthony Henderson,Yes,Retirement,,True,False,36-45,3-6yr
EMP2287,Nancy Matthews,Male,35.0,1984-12-27,Single,Human Resources,HR Executive,3,Technical Degree,,4,63915.0,90.74,No,3.0,1.0,3.0,1.0,4.0,1.0,0,1.6,Travel_Frequently,East Robertmouth,Cody Robinson,No,,,False,False,26-35,3-6yr
EMP2078,Katie Potts,Female,59.0,,Divorced,Marketing,Content Strategist,1,Marketing,,6,56700.0,43.3,No,5.0,,2.0,4.0,2.0,2.0,1,6.8,Non-Travel,Stevenland,William Wright,No,,,True,False,46-65,3-6yr
EMP1664,Blake Mcdowell,Male,39.0,,Divorced,IT,Software Engineer,4,Business,,2,111700.0,74.78,No,3.0,1.0,4.0,,4.0,6.0,0,,Travel_Frequently,Martinezburgh,Christina Crawford,No,,,True,False,36-45,1-3yr
EMP2259,Richard Daniels,Male,34.0,,Divorced,Research & Development,Data Analyst,2,Technical Degree,,7,26900.0,64.22,Yes,5.0,4.0,3.0,1.0,1.0,3.0,1,26.8,Non-Travel,Lake Matthew,Megan Allen,No,,,False,False,26-35,6+yr
EMP2186,Kevin Brown,Female,50.0,,Not Disclosed,IT,Software Engineer,3,Life Sciences,,5,26100.0,68.02,No,3.0,2.0,4.0,1.0,4.0,6.0,1,,Travel_Frequently,Lake Kevin,Bill Hill,No,,,False,False,46-65,3-6yr
EMP1757,Amber Campbell,Female,25.0,,Single,Sales,Sales Representative,4,Medical,,1,54600.0,60.79,No,3.0,1.0,3.0,4.0,4.0,4.0,1,,Travel_Rarely,New Brittany,Wesley Burgess,No,,,False,False,18-25,<1yr
EMP2201,Bruce Andrews,Not Disclosed,42.0,,Not Disclosed,Marketing,Marketing Manager,4,Marketing,2016-10-23,8,69000.0,83.36,Yes,5.0,4.0,2.0,1.0,2.0,2.0,2,30.5,Travel_Frequently,South Thomaschester,Elizabeth Anderson,No,,,False,False,36-45,6+yr
EMP2484,Nicholas Wright,Male,58.0,,Divorced,Marketing,Marketing Manager,3,Technical Degree,,8,96500.0,95.33,No,3.0,3.0,,,5.0,3.0,0,,Travel_Frequently,Foleymouth,Erik Edwards,No,,,True,False,46-65,6+yr
EMP2297,Calvin Walker,Not Disclosed,32.0,,Single,Sales,Sales Representative,1,Technical Degree,,7,56200.0,93.67,No,2.0,1.0,4.0,2.0,3.0,3.0,1,,Non-Travel,North Amy,Jonathan Robinson,No,,,False,False,26-35,6+yr
EMP1115,William Mccoy,Not Disclosed,50.0,2003-05-18,Not Disclosed,IT,IT Support,1,Medical,,8,86300.0,39.4,Yes,5.0,,1.0,,0.0,3.0,3,22.2,Non-Travel,West Bonniehaven,Ryan Bates,No,,,True,False,46-65,6+yr
EMP1069,John Watson,Not Disclosed,46.0,,Married,Sales,Sales Executive,1,Medical,,8,74150.0,34.21,Yes,5.0,,4.0,,1.0,1.0,1,,Non-Travel,Jofort,Jason Cain,No,,,True,False,46-65,6+yr
EMP1979,Daniel Smith,Not Disclosed,28.0,1975-06-24,Single,Research & Development,Lab Technician,5,Human Resources,2018-11-30,6,114100.0,78.66,No,3.0,4.0,,,2.0,6.0,2,37.9,Travel_Frequently,Lake Roberto,April Peterson MD,No,,,True,False,26-35,3-6yr
EMP1547,Douglas Ingram,Female,35.0,1984-04-15,Divorced,Marketing,Marketing Executive,3,Technical Degree,,2,46700.0,87.62,No,3.0,2.0,3.0,,2.0,0.0,2,,Non-Travel,South Daniel,Candice Jones,Yes,Better Opportunity,2023-04-07,True,False,26-35,1-3yr
EMP1718,Meghan Franco,Female,27.0,,Married,Sales,Sales Manager,1,Human Resources,,5,24000.0,32.13,Yes,1.0,4.0,3.0,,5.0,3.0,3,,Non-Travel,Carterchester,Shelly Johnson,Yes,,,True,False,26-35,3-6yr
EMP2463,Melissa York,Female,49.0,,Single,Finance,Accountant,1,Medical,,1,41700.0,32.09,No,4.0,2.0,4.0,,5.0,3.0,0,,Non-Travel,Brianview,Paul Grant,No,,,True,False,46-65,<1yr
EMP1727,Stephanie Smith,Male,47.0,1986-09-29,Single,Human Resources,HR Manager,1,Business,,9,82800.0,85.01,No,3.0,2.0,2.0,1.0,1.0,3.0,1,,Non-Travel,Bakerland,Mary Jackson,No,,,False,False,46-65,6+yr
EMP2269,Brianna Moore,Not Disclosed,54.0,2004-07-15,Married,Sales,Sales Manager,1,Life Sciences,2020-10-09,4,102200.0,34.99,No,4.0,3.0,,2.0,2.0,3.0,1,,Travel_Frequently,New Michelleberg,Tonya Ferguson,No,,,True,False,46-65,3-6yr
EMP1650,Clinton Weaver,Male,32.0,,Single,Human Resources,HR Executive,2,Technical Degree,,4,72400.0,48.23,No,2.0,4.0,4.0,3.0,5.0,6.0,3,,Travel_Frequently,Morenotown,Kenneth Bruce,No,,,False,False,26-35,3-6yr
EMP1272,Ryan Mathews,Female,41.0,,Married,Sales,Sales Manager,4,Life Sciences,,4,54500.0,69.0,No,3.0,1.0,4.0,2.0,2.0,6.0,1,11.7,Non-Travel,East Cameron,Helen Harris,No,,,False,False,36-45,3-6yr
EMP2372,Ashley Morgan,Female,56.0,,Single,IT,Software Engineer,2,Medical,,2,89100.0,72.66,No,3.0,1.0,4.0,4.0,0.0,1.0,3,2.7,Travel_Frequently,Lloydburgh,Jeremiah Hughes,No,,,False,False,46-65,1-3yr
EMP1787,Mark Larson,Male,53.0,,Divorced,Sales,Sales Executive,2,Marketing,,3,86400.0,40.23,Yes,2.0,2.0,2.0,2.0,3.0,2.0,3,,Travel_Frequently,West Sharontown,John Taylor,No,,,False,False,46-65,1-3yr
EMP1253,Robert Henderson,Female,23.0,,Divorced,Marketing,Marketing Executive,1,Business,2020-04-17,4,57500.0,80.11,Yes,3.0,4.0,3.0,2.0,2.0,3.0,0,1.6,Non-Travel,Lake Tina,Crystal Montgomery,No,,,False,False,18-25,3-6yr
EMP1216,Anthony Howard,Male,48.0,,Not Disclosed,Finance,Finance Manager,1,Life Sciences,,8,25800.0,91.36,Yes,3.0,4.0,4.0,3.0,0.0,3.0,2,,Non-Travel,Derrickfort,Cynthia Allen,No,,,False,False,46-65,6+yr
EMP1785,Michael Tanner,Not Disclosed,52.0,,Married,Sales,Sales Manager,4,Technical Degree,,2,62500.0,74.17,Yes,1.0,4.0,,3.0,4.0,3.0,2,,Travel_Frequently,Port Timothyborough,Jason Abbott,Yes,Higher Salary,,True,False,46-65,1-3yr
EMP2243,Elizabeth Best,Male,21.0,,Married,Sales,Sales Executive,4,Marketing,,8,110300.0,41.52,Yes,3.0,2.0,,2.0,5.0,3.0,2,,Non-Travel,Johnport,Derek Garza,No,,,True,False,18-25,6+yr
EMP1135,Julie Hart,Female,43.0,,Single,Sales,Sales Representative,3,Human Resources,,2,70400.0,46.7,No,2.0,4.0,2.0,1.0,2.0,6.0,2,,Travel_Rarely,Ronaldland,Isaac Lucas,No,,,False,False,36-45,1-3yr
EMP2001,Cassandra Smith,Male,34.0,,Divorced,Sales,Sales Representative,3,Marketing,,2,21100.0,89.84,Yes,2.0,4.0,4.0,,2.0,3.0,2,7.3,Non-Travel,Port Michelleburgh,Laura Larson,No,,,True,False,26-35,1-3yr
EMP2176,Evan Pearson,Male,44.0,,Single,Human Resources,HR Executive,2,Technical Degree,,4,63915.0,31.82,No,2.0,,2.0,3.0,0.0,1.0,0,,Travel_Rarely,East Jamesview,Angela Hodge,Yes,Higher Salary,,True,False,36-45,3-6yr
EMP2151,Jamie Bowen,Female,44.0,,Married,Marketing,Marketing Manager,4,Medical,2021-04-01,3,45000.0,63.2,No,3.0,4.0,3.0,2.0,4.0,4.0,3,,Travel_Rarely,Irwinmouth,Allison Todd,No,,,False,False,36-45,1-3yr
EMP2055,Mr. Joe Stevens,Male,36.0,,Married,Finance,Accountant,2,Technical Degree,,8,79600.0,72.46,No,3.0,1.0,3.0,2.0,2.0,0.0,3,19.2,Travel_Frequently,Shermanport,Roger Davis,No,,,False,False,36-45,6+yr
EMP1659,George Montgomery,Male,24.0,,Single,Research & Development,Research Scientist,4,Life Sciences,2020-08-19,4,66350.0,45.69,No,3.0,3.0,3.0,2.0,4.0,3.0,0,,Non-Travel,West Juanstad,Jason Jacobs,Yes,,,False,False,18-25,3-6yr
EMP1128,Heather Fowler,Male,41.0,,Single,Human Resources,Recruiter,4,Technical Degree,,2,68500.0,90.22,Yes,3.0,1.0,3.0,4.0,1.0,3.0,2,,Non-Travel,Ferrellside,Penny Harrison,No,,,False,False,36-45,1-3yr
EMP2437,Erica Phillips,Female,51.0,,Divorced,Research & Development,Lab Technician,3,Life Sciences,,5,80700.0,42.44,Yes,1.0,2.0,3.0,4.0,2.0,0.0,2,,Non-Travel,East Shannon,James Diaz,No,,,False,False,46-65,3-6yr
EMP2421,Kara Coleman,Male,21.0,2003-11-21,Single,Human Resources,HR Executive,1,Technical Degree,,6,49900.0,93.85,No,2.0,3.0,2.0,,4.0,6.0,2,35.7,Non-Travel,North Charles,Alexandra Dixon,No,,,True,False,18-25,3-6yr
EMP2249,Jennifer Ramirez,Female,38.0,,Divorced,IT,Software Engineer,4,Business,,7,49800.0,40.47,No,1.0,,3.0,3.0,1.0,6.0,3,25.6,Non-Travel,Lake Amberberg,Laura Shepherd,No,,,True,False,36-45,6+yr
EMP1238,Jamie Thomas,Male,53.0,,Not Disclosed,Research & Development,Data Analyst,2,Life Sciences,,5,27000.0,90.28,No,2.0,4.0,3.0,3.0,4.0,4.0,2,,Non-Travel,Stacytown,Katelyn Webb MD,Yes,Career Change,,False,False,46-65,3-6yr
EMP2412,Meagan Castro,Female,28.0,2001-01-05,Married,Human Resources,Recruiter,1,Human Resources,,5,65000.0,69.35,No,3.0,,4.0,,3.0,3.0,1,,Non-Travel,Sherryberg,Nathan Bernard,No,,,True,False,26-35,3-6yr
EMP2139,Julie Butler,Male,41.0,,Single,Finance,Finance Manager,2,Medical,,2,111600.0,31.93,No,4.0,4.0,,1.0,2.0,1.0,0,,Non-Travel,Port Elizabeth,Hayden Pratt,No,,,True,False,36-45,1-3yr
EMP1460,Patrick Moran,Not Disclosed,47.0,1986-01-17,Single,Sales,Sales Representative,5,Marketing,,8,88300.0,39.23,No,3.0,,4.0,3.0,0.0,5.0,2,,Non-Travel,South Jonathon,John Miles,Yes,Higher Salary,,True,False,46-65,6+yr
EMP2178,Jordan Patterson,Male,57.0,,Divorced,Sales,Sales Manager,1,Life Sciences,,6,115300.0,78.15,No,2.0,1.0,,4.0,3.0,0.0,2,,Travel_Rarely,North Jessica,Pamela Morgan,Yes,Health Issues,,True,False,46-65,3-6yr
EMP1056,Keith Clay,Female,32.0,,Single,Research & Development,Research Scientist,2,Technical Degree,,6,66350.0,83.68,No,3.0,,1.0,3.0,2.0,1.0,3,37.2,Travel_Frequently,Reeseborough,George Brown,No,,,True,False,26-35,3-6yr
EMP1770,Joseph Fox,Not Disclosed,40.0,,Single,Research & Development,Lab Technician,5,Marketing,2015-12-29,9,64250.0,79.59,Yes,3.0,1.0,2.0,,4.0,4.0,2,,Travel_Frequently,South Blake,Michelle Robles,No,,,True,False,36-45,6+yr
EMP1075,Dr. Jeremy Young Md,Female,55.0,,Divorced,Human Resources,Recruiter,2,Marketing,2021-01-24,3,86200.0,79.58,Yes,5.0,1.0,4.0,4.0,4.0,1.0,2,31.1,Travel_Frequently,Port Maryport,Derek King,No,,,False,False,46-65,1-3yr
EMP2213,Scott Bass,Female,39.0,1989-08-27,Single,Human Resources,HR Executive,3,Business,,8,93600.0,50.06,Yes,5.0,3.0,1.0,3.0,2.0,1.0,0,10.7,Travel_Frequently,North Brandytown,Jason Michael,No,,,False,False,36-45,6+yr
EMP1106,Jessica Hardy,Female,28.0,,Married,Marketing,Marketing Executive,4,Business,,7,119800.0,88.01,Yes,5.0,1.0,3.0,4.0,3.0,5.0,3,20.8,Travel_Frequently,South Cindy,Thomas Thomas,No,,,False,False,26-35,6+yr
EMP1164,Noah White,Not Disclosed,24.0,1983-09-04,Single,IT,System Admin,1,Technical Degree,,2,45900.0,97.53,Yes,5.0,2.0,2.0,,2.0,3.0,2,33.7,Travel_Rarely,Harrellview,Alexander Duncan,Yes,Better Opportunity,,True,False,18-25,1-3yr
EMP2250,Pamela Johnson,Female,23.0,,Single,IT,Software Engineer,3,Medical,2016-01-15,8,42000.0,72.25,No,3.0,3.0,1.0,3.0,1.0,5.0,3,,Non-Travel,East Cherylshire,Christian Terry,No,,,False,False,18-25,6+yr
EMP2386,Samuel Gonzalez,Male,34.0,,Divorced,Human Resources,HR Manager,3,Human Resources,,5,79900.0,80.46,Yes,3.0,3.0,4.0,4.0,1.0,3.0,1,,Travel_Frequently,Lake Theodoreside,Laura Bailey,No,,,False,False,26-35,3-6yr
EMP1495,Isabel Hicks,Female,25.0,,Married,Research & Development,Lab Technician,1,Business,,9,74235.0,32.73,Yes,1.0,2.0,1.0,2.0,1.0,5.0,2,,Non-Travel,Richardburgh,Nicholas Barrett,No,,,False,True,18-25,6+yr
EMP2306,Adriana Harris,Female,40.0,,Single,Sales,Sales Executive,2,Human Resources,,5,25700.0,38.62,No,1.0,4.0,1.0,3.0,0.0,5.0,1,32.3,Non-Travel,Cindyview,Daniel Proctor,No,,,False,False,36-45,3-6yr
EMP1640,Ryan Calderon,Male,47.0,,Single,Sales,Sales Executive,4,Medical,2017-02-09,7,41000.0,65.08,No,3.0,3.0,3.0,,5.0,4.0,2,,Travel_Frequently,North Gina,Melissa Stone,No,,,True,False,46-65,6+yr
EMP2326,Elizabeth Martinez,Male,53.0,1993-03-16,Married,Sales,Sales Executive,3,Human Resources,,8,56600.0,86.92,Yes,3.0,3.0,3.0,2.0,1.0,3.0,1,30.5,Travel_Rarely,East Nicoleport,Stefanie Maxwell,No,,,False,False,46-65,6+yr
EMP2377,Donald Moreno,Male,36.0,,Married,Research & Development,Lab Technician,1,Life Sciences,,4,29900.0,93.35,No,4.0,2.0,3.0,,4.0,1.0,3,18.1,Non-Travel,Sheltonfort,Erica Black,No,,,True,False,36-45,3-6yr
EMP1519,Terri Scott Phd,Male,59.0,,Single,Sales,Sales Manager,3,Business,,8,87500.0,76.38,No,5.0,4.0,3.0,4.0,2.0,0.0,1,14.9,Travel_Frequently,Port Lisa,David Warner,Yes,Career Change,,False,False,46-65,6+yr
EMP2307,Bradley Long,Not Disclosed,29.0,1998-08-12,Married,Marketing,Marketing Executive,1,Marketing,,2,66800.0,34.95,No,4.0,1.0,1.0,2.0,5.0,4.0,0,,Travel_Frequently,Alexanderberg,Timothy Garcia,No,,,False,False,26-35,1-3yr
EMP1592,Larry Rodriguez,Male,21.0,,Married,Sales,Sales Manager,2,Medical,,4,100500.0,40.06,Yes,1.0,2.0,1.0,2.0,2.0,3.0,3,17.0,Travel_Frequently,Meganmouth,Carolyn Torres,Yes,Better Opportunity,2021-02-25,False,False,18-25,3-6yr
EMP2262,Alexis Myers,Male,41.0,1987-04-16,Married,Research & Development,Data Analyst,4,Medical,,5,85800.0,85.26,No,3.0,1.0,,4.0,2.0,1.0,2,27.7,Travel_Rarely,Hoodville,Lindsay Hale,Yes,Health Issues,,True,False,36-45,3-6yr
EMP1231,Scott King,Female,53.0,,Married,Marketing,Marketing Manager,2,Human Resources,2019-10-11,5,57400.0,71.85,Yes,5.0,3.0,3.0,1.0,2.0,3.0,2,21.2,Non-Travel,Jennabury,Courtney Armstrong,No,,,False,False,46-65,3-6yr
EMP1771,Lindsey Miller,Female,40.0,,Married,Research & Development,Research Scientist,1,Human Resources,,5,110200.0,63.56,No,3.0,4.0,4.0,,2.0,2.0,0,34.2,Travel_Rarely,Port Philipbury,Heather Madden,Yes,Relocation,,True,False,36-45,3-6yr
EMP1413,Heather Walker,Male,34.0,,Divorced,IT,IT Support,3,Human Resources,,2,61700.0,51.0,Yes,3.0,2.0,3.0,2.0,4.0,1.0,2,7.6,Travel_Frequently,West Nicole,Jessica James DDS,No,,,False,False,26-35,1-3yr
EMP2476,Mallory Herring,Male,27.0,,Married,Finance,Finance Manager,1,Human Resources,,6,67000.0,73.03,No,3.0,2.0,3.0,,1.0,4.0,3,10.2,Non-Travel,East Barbaraside,Joseph Gomez,Yes,Career Change,,True,False,26-35,3-6yr
EMP1556,Holly Rodriguez,Female,24.0,,Divorced,IT,IT Support,2,Human Resources,,5,110900.0,40.52,Yes,4.0,1.0,1.0,,3.0,3.0,1,35.9,Non-Travel,Wolfchester,Laura Chen,No,,,True,False,18-25,3-6yr
EMP1544,Aaron Dillon,Male,48.0,1998-08-30,Single,Marketing,Marketing Executive,5,Life Sciences,,9,64900.0,74.14,No,1.0,,3.0,2.0,0.0,3.0,1,6.0,Travel_Frequently,Port Samuel,Renee Krause,No,,,True,False,46-65,6+yr
EMP2146,Sara Levy,Male,42.0,,Single,IT,IT Support,2,Technical Degree,,6,110000.0,31.24,No,3.0,,3.0,1.0,2.0,5.0,1,,Non-Travel,Lake Melanie,Jesse Skinner,No,,,True,False,36-45,3-6yr
